objectid,unique_code,name,pollutant_metric,maximum_value,unit,compliance_status,compliance_metric,globalid,shape_Length,shape_Area
11,UK0011,Leicester Urban Area,PM10 annual mean Limit Value 2020,17,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{8B64FC16-998B-4E0C-A411-5A87DDC6F304},215660.864434521,101640509.183915
12,UK0012,Portsmouth Urban Area,PM10 annual mean Limit Value 2020,18,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{1495808C-D62B-4F2F-A2D6-65BBD7E53571},277913.401033606,94411471.888681
13,UK0013,Teesside Urban Area,PM10 annual mean Limit Value 2020,16,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{3EE368A2-8586-44C4-A268-5523F3DDA69B},268300.380811507,114303033.398667
14,UK0014,The Potteries,PM10 annual mean Limit Value 2020,19,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{0D455319-FDBF-4DC7-8C86-C39064839072},320022.561398888,96638493.7269874
15,UK0015,Bournemouth Urban Area,PM10 annual mean Limit Value 2020,17,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{D393F56A-8E2D-4C38-8497-5A84942C9FFA},251849.342077123,108070011.0059
16,UK0016,Reading/Wokingham Urban Area,PM10 annual mean Limit Value 2020,19,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{D0DDCEA0-DEF9-4E95-B6AC-DF1028E885BF},259025.822297437,93153131.1895689
17,UK0017,Coventry/Bedworth,PM10 annual mean Limit Value 2020,18,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{A1870AA9-7C2A-44EE-B3D0-9B802A7C976E},228377.589941263,75477131.7086832
18,UK0018,Kingston upon Hull,PM10 annual mean Limit Value 2020,20,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{9A32D6CB-642B-4D75-B327-7D9E31BE242B},144828.131798232,80386674.5916436
19,UK0019,Southampton Urban Area,PM10 annual mean Limit Value 2020,21,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{4D878D9B-C355-4E8E-B7D2-3E5F5D9DFBD0},182667.610100662,72763328.1857934
20,UK0020,Birkenhead Urban Area,PM10 annual mean Limit Value 2020,15,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{C3DC0611-F690-43F2-93FA-0C94360AED7F},205808.659555806,89081252.6538979
21,UK0021,Southend Urban Area,PM10 annual mean Limit Value 2020,18,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{61A4425A-EB3E-4B28-BAC9-6C8E9B06F087},142991.514576751,66833273.5808221
22,UK0022,Blackpool Urban Area,PM10 annual mean Limit Value 2020,15,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{EE61DD16-6F91-4E51-A0A4-940EE238AD0D},149487.381148489,65847099.3633596
23,UK0023,Preston Urban Area,PM10 annual mean Limit Value 2020,16,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{6E8D1B10-6662-45FB-8818-655A3D6CC8ED},285011.781083192,60444246.6523564
24,UK0024,Glasgow Urban Area,PM10 annual mean Limit Value 2020,15,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{9721C6F7-EBF6-4A0D-BB65-603BD2B096AC},408662.287986469,371181137.360747
25,UK0025,Edinburgh Urban Area,PM10 annual mean Limit Value 2020,15,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{76CE505B-97B4-4ED2-9D18-D404EB7EE3C1},114175.612590016,120107997.674062
26,UK0026,Cardiff Urban Area,PM10 annual mean Limit Value 2020,17,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{DA818DB8-FA92-440F-97D6-3299441B9C8F},196203.096669671,75550460.8311575
27,UK0027,Swansea Urban Area,PM10 annual mean Limit Value 2020,26,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{FDF7E7DD-A397-4B3C-A0D8-B651574B1268},365148.94139693,79703705.1851885
28,UK0028,Belfast Metropolitan Urban Area,PM10 annual mean Limit Value 2020,19,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{2379E2E9-67A2-4357-843D-D5883ED8C5BB},277460.90331101,198130523.091352
29,UK0029,Eastern,PM10 annual mean Limit Value 2020,21,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{36CE7AE9-1E7D-4598-A526-40BEEFDA482A},2210565.64479357,19104559394.6904
30,UK0030,South West,PM10 annual mean Limit Value 2020,19,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{FBCC4217-C293-4F53-AA20-214EAC4A7DAE},2743218.82663225,23566188737.735
31,UK0031,South East,PM10 annual mean Limit Value 2020,22,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{4FC2F0C5-0387-46D4-8C3C-4B558B31F9C6},3643594.26603739,18657535924.9388
32,UK0032,East Midlands,PM10 annual mean Limit Value 2020,20,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{BFB4A2A1-80B4-41C3-BD3F-0DEA9562EBF7},1684612.99306767,15370211448.3816
33,UK0033,North West & Merseyside,PM10 annual mean Limit Value 2020,17,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{2334EF99-EB0B-43C9-B064-0BFA08F42081},3535298.00795829,13189716555.2295
34,UK0034,Yorkshire & Humberside,PM10 annual mean Limit Value 2020,19,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{8E13D6E1-1402-4B75-8C2F-823702743D47},2858093.01858223,14789540030.5633
35,UK0035,West Midlands,PM10 annual mean Limit Value 2020,19,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{BC200939-189D-4D26-9A10-D4E190489F5C},2146678.93148484,12233037054.3492
36,UK0036,North East,PM10 annual mean Limit Value 2020,16,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{E99AF627-ED5D-4645-8469-7E571013FD50},1568402.30125535,8249987661.31387
37,UK0037,Central Scotland,PM10 annual mean Limit Value 2020,15,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{D30CB6D6-83DE-43A2-BD3B-6CF68504C09D},1834418.10344638,9620284827.79142
38,UK0038,North East Scotland,PM10 annual mean Limit Value 2020,13,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{A2D572C1-6A17-4AA0-9F25-AA065A6E6631},1095339.37047783,18779326879.5982
39,UK0039,Highland,PM10 annual mean Limit Value 2020,9,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{1A94579D-0659-4C0C-B22F-E5D2F43CA92C},9990044.0398994,38234358456.5575
40,UK0040,Scottish Borders,PM10 annual mean Limit Value 2020,11,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{EAE26483-DBCC-4D89-A95B-BFAE3406A4D3},1099238.46967631,11181066200.7782
41,UK0041,South Wales,PM10 annual mean Limit Value 2020,19,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{F95B4E5D-5139-4ABA-8B1D-F7AD83B11DA8},1954724.79603707,12206279572.1381
42,UK0042,North Wales,PM10 annual mean Limit Value 2020,18,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{DC0124AA-3F40-4DD6-B57D-312F59EB6AC0},1126135.47314491,8308163746.65288
43,UK0043,Northern Ireland,PM10 annual mean Limit Value 2020,17,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{F2D7FC73-90D8-47E8-ACE1-D6C03F08E559},1428539.01069978,13931049267.7032
