objectid,unique_code,name,pollutant_metric,maximum_value,unit,compliance_status,compliance_metric,globalid,shape_Length,shape_Area
21,UK0021,Southend Urban Area,PM2.5 annual mean Limit Value 2021,10,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{190453FE-9E50-4251-869D-F88BA9D8577F},142991.514576751,66833273.5808221
22,UK0022,Blackpool Urban Area,PM2.5 annual mean Limit Value 2021,11,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{DB9C573D-1650-4643-9A32-A6A468565093},149487.381148489,65847099.3633596
23,UK0023,Preston Urban Area,PM2.5 annual mean Limit Value 2021,10,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{30E402C3-4790-4ACF-BAC3-B5EA0B044FDB},285011.781083192,60444246.6523564
24,UK0024,Glasgow Urban Area,PM2.5 annual mean Limit Value 2021,9,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{58AA200D-608C-460E-8191-9865769EC906},408662.287986469,371181137.360747
25,UK0025,Edinburgh Urban Area,PM2.5 annual mean Limit Value 2021,8,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{1A438226-1277-4B4E-8AF5-A84FCCBC5464},114175.612590016,120107997.674062
26,UK0026,Cardiff Urban Area,PM2.5 annual mean Limit Value 2021,11,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{5E27D173-345C-4183-AAB1-A6289F9A8107},196203.096669671,75550460.8311575
27,UK0027,Swansea Urban Area,PM2.5 annual mean Limit Value 2021,9,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{4DC18CA3-DC78-4A4A-882F-5AA82FDAA033},365148.94139693,79703705.1851885
28,UK0028,Belfast Metropolitan Urban Area,PM2.5 annual mean Limit Value 2021,11,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{7C22445F-3AB2-4DFC-A32C-969CF1D9E9FD},277460.90331101,198130523.091352
29,UK0029,Eastern,PM2.5 annual mean Limit Value 2021,12,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{3E992607-5193-48F8-8BFA-C751C9ACC626},2210565.64479357,19104559394.6904
30,UK0030,South West,PM2.5 annual mean Limit Value 2021,12,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{7068F64F-CA06-433B-97FF-461A9D3BB0E4},2743218.82663225,23566188737.735
31,UK0031,South East,PM2.5 annual mean Limit Value 2021,12,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{65391182-C1A2-405E-9A36-D699D4DAE458},3643594.26603739,18657535924.9388
32,UK0032,East Midlands,PM2.5 annual mean Limit Value 2021,12,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{ADE0310C-2BFC-40E1-B4A4-335B94C8700D},1684612.99306767,15370211448.3816
33,UK0033,North West & Merseyside,PM2.5 annual mean Limit Value 2021,11,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{082126F3-0AAD-4BD5-9440-761797FC3404},3535298.00795829,13189716555.2295
34,UK0034,Yorkshire & Humberside,PM2.5 annual mean Limit Value 2021,11,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{3F3CE6EC-F5A7-4BC4-82C6-83C1B1E94096},2858093.01858223,14789540030.5633
35,UK0035,West Midlands,PM2.5 annual mean Limit Value 2021,11,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{B8AEB62F-A215-44C9-9D40-2AC4E3700392},2146678.93148484,12233037054.3492
36,UK0036,North East,PM2.5 annual mean Limit Value 2021,10,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{6382F2D5-22D9-4ADE-BF90-833177A97756},1568402.30125535,8249987661.31387
37,UK0037,Central Scotland,PM2.5 annual mean Limit Value 2021,9,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{0A1E73A8-A437-46DF-9074-09F129288334},1834418.10344638,9620284827.79142
38,UK0038,North East Scotland,PM2.5 annual mean Limit Value 2021,8,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{A860EC77-F4AA-4858-B4B1-7F1304149991},1095339.37047783,18779326879.5982
39,UK0039,Highland,PM2.5 annual mean Limit Value 2021,5,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{6F572D04-6256-4956-9987-C07247DD24B0},9990044.0398994,38234358456.5575
40,UK0040,Scottish Borders,PM2.5 annual mean Limit Value 2021,7,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{EDF0948C-AD80-4701-95B8-8C447329C00D},1099238.46967631,11181066200.7782
41,UK0041,South Wales,PM2.5 annual mean Limit Value 2021,12,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{9AA03956-7DA8-422D-9055-2CEEEE8C5D66},1954724.79603707,12206279572.1381
42,UK0042,North Wales,PM2.5 annual mean Limit Value 2021,10,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{28DE2471-CFC5-48CA-A507-DCA80AA431EB},1126135.47314491,8308163746.65288
43,UK0043,Northern Ireland,PM2.5 annual mean Limit Value 2021,9,μg m⁻³,Compliant,Limit Value: 20 μg m⁻³,{F86CE58B-407C-4806-9E2E-4A18A099DFFB},1428539.01069978,13931049267.7032
