objectid,unique_code,name,pollutant_metric,maximum_value,unit,compliance_status,compliance_metric,globalid,shape_Length,shape_Area
14,UK0014,The Potteries,Nitrogen Dioxide annual mean Limit Value 2021,39,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{F678E53D-68B7-4E55-BC7E-331F9535F9A5},320022.561398888,96638493.7269874
15,UK0015,Bournemouth Urban Area,Nitrogen Dioxide annual mean Limit Value 2021,32,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{353405E1-EEE8-407E-A391-B1678AE5AE3D},251849.342077123,108070011.0059
16,UK0016,Reading/Wokingham Urban Area,Nitrogen Dioxide annual mean Limit Value 2021,28,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{F8CD2D99-FCD7-47F4-844D-22F8376E3CB8},259025.822297437,93153131.1895689
17,UK0017,Coventry/Bedworth,Nitrogen Dioxide annual mean Limit Value 2021,37,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{975016B8-8B7A-4549-BE0D-2546D8C9B833},228377.589941263,75477131.7086832
18,UK0018,Kingston upon Hull,Nitrogen Dioxide annual mean Limit Value 2021,37,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{46EBD512-8CE5-4D01-879D-4A6C4EE45D4F},144828.131798232,80386674.5916436
19,UK0019,Southampton Urban Area,Nitrogen Dioxide annual mean Limit Value 2021,38,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{F30947FE-11E8-43A5-B939-4D5005C7D3B3},182667.610100662,72763328.1857934
20,UK0020,Birkenhead Urban Area,Nitrogen Dioxide annual mean Limit Value 2021,31,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{5D81218F-DE0D-4E4A-8BC3-EE92D7B83511},205808.659555806,89081252.6538979
21,UK0021,Southend Urban Area,Nitrogen Dioxide annual mean Limit Value 2021,32,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{CFD4F192-357C-4FEC-82C2-85639B87B515},142991.514576751,66833273.5808221
22,UK0022,Blackpool Urban Area,Nitrogen Dioxide annual mean Limit Value 2021,25,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{D371BDEB-89A2-4B67-8AD4-3793B50678E8},149487.381148489,65847099.3633596
23,UK0023,Preston Urban Area,Nitrogen Dioxide annual mean Limit Value 2021,33,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{F1536994-48E2-43DD-AB86-77D075A56495},285011.781083192,60444246.6523564
24,UK0024,Glasgow Urban Area,Nitrogen Dioxide annual mean Limit Value 2021,45,μg m⁻³,Exceeding,Limit Value: 40 μg m⁻³,{17A1B982-49A7-4872-97D7-8619B696D6DE},408662.287986469,371181137.360747
25,UK0025,Edinburgh Urban Area,Nitrogen Dioxide annual mean Limit Value 2021,36,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{D164924D-50C7-4987-A471-338041BF4EF6},114175.612590016,120107997.674062
26,UK0026,Cardiff Urban Area,Nitrogen Dioxide annual mean Limit Value 2021,31,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{56EB366C-6B22-4C20-8936-14F849E2D1BF},196203.096669671,75550460.8311575
27,UK0027,Swansea Urban Area,Nitrogen Dioxide annual mean Limit Value 2021,30,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{B27FFA6E-9AB9-45B7-9732-58A086916827},365148.94139693,79703705.1851885
28,UK0028,Belfast Metropolitan Urban Area,Nitrogen Dioxide annual mean Limit Value 2021,39,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{D56E3ACD-6B6A-4918-A84B-7A530E95EA0E},277460.90331101,198130523.091352
29,UK0029,Eastern,Nitrogen Dioxide annual mean Limit Value 2021,36,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{CF02C40D-E6E1-458C-A1A5-313CFB120F12},2210565.64479357,19104559394.6904
30,UK0030,South West,Nitrogen Dioxide annual mean Limit Value 2021,37,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{CCFC0ADC-61B7-416F-9B9F-4476D51A2EB6},2743218.82663225,23566188737.735
31,UK0031,South East,Nitrogen Dioxide annual mean Limit Value 2021,39,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{38BA7B89-6D13-496F-A492-E9CD0B7AF3F5},3643594.26603739,18657535924.9388
32,UK0032,East Midlands,Nitrogen Dioxide annual mean Limit Value 2021,37,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{B206EBA6-14FE-4FFC-BD5F-23920A548773},1684612.99306767,15370211448.3816
33,UK0033,North West & Merseyside,Nitrogen Dioxide annual mean Limit Value 2021,35,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{5EB63D68-24B2-45C9-B565-C5AE75DCC257},3535298.00795829,13189716555.2295
34,UK0034,Yorkshire & Humberside,Nitrogen Dioxide annual mean Limit Value 2021,35,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{53CE111D-D0EB-4C6B-9DB2-7D32134DF798},2858093.01858223,14789540030.5633
35,UK0035,West Midlands,Nitrogen Dioxide annual mean Limit Value 2021,35,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{1EDFEDDD-EE25-4EEC-A3B0-9AB788D90DA8},2146678.93148484,12233037054.3492
36,UK0036,North East,Nitrogen Dioxide annual mean Limit Value 2021,34,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{C3C86012-4488-4B82-BDDC-BAC999483379},1568402.30125535,8249987661.31387
37,UK0037,Central Scotland,Nitrogen Dioxide annual mean Limit Value 2021,36,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{748CD8EE-984B-4AA6-BFF9-118A855618E7},1834418.10344638,9620284827.79142
38,UK0038,North East Scotland,Nitrogen Dioxide annual mean Limit Value 2021,35,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{26DE5B8B-0C2A-4437-B839-7C6A97C5953E},1095339.37047783,18779326879.5982
39,UK0039,Highland,Nitrogen Dioxide annual mean Limit Value 2021,23,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{18DEA0DD-3FC5-4DE4-8176-A635E66BEA6E},9990044.0398994,38234358456.5575
40,UK0040,Scottish Borders,Nitrogen Dioxide annual mean Limit Value 2021,22,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{1703F04E-B318-43C8-9F4E-147EF294EDC6},1099238.46967631,11181066200.7782
41,UK0041,South Wales,Nitrogen Dioxide annual mean Limit Value 2021,49,μg m⁻³,Exceeding,Limit Value: 40 μg m⁻³,{97514AE1-F691-469C-9A2A-14872A268FB2},1954724.79603707,12206279572.1381
42,UK0042,North Wales,Nitrogen Dioxide annual mean Limit Value 2021,35,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{4A231B8C-C27E-4C01-ABEE-12BAAF6FBDB6},1126135.47314491,8308163746.65288
43,UK0043,Northern Ireland,Nitrogen Dioxide annual mean Limit Value 2021,25,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{2F3F2C92-842F-449A-90B6-D7A08E1EA35F},1428539.01069978,13931049267.7032
