objectid,unique_code,name,pollutant_metric,maximum_value,unit,compliance_status,compliance_metric,globalid,shape_Length,shape_Area
29,UK0029,Eastern,PM10 daily mean Limit Value 2022,7,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{FF90EBC5-C268-414D-BA21-3062DD031E24},2210565.64479357,19104559394.6904
30,UK0030,South West,PM10 daily mean Limit Value 2022,3,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{AAE5B632-3BFC-477A-8798-1E3AA3307640},2743218.82663225,23566188737.735
31,UK0031,South East,PM10 daily mean Limit Value 2022,6,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{58A70316-E34B-4691-9307-011E882A3571},3643594.26603739,18657535924.9388
32,UK0032,East Midlands,PM10 daily mean Limit Value 2022,8,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{76965355-2EC1-4EEE-9624-1CCA01A150E4},1684612.99306767,15370211448.3816
33,UK0033,North West & Merseyside,PM10 daily mean Limit Value 2022,6,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{32DA6A90-AE92-461E-A72D-59224E9175FC},3535298.00795829,13189716555.2295
34,UK0034,Yorkshire & Humberside,PM10 daily mean Limit Value 2022,14,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{2B3F09BA-EC1A-42A3-9507-5EA83BC92B2E},2858093.01858223,14789540030.5633
35,UK0035,West Midlands,PM10 daily mean Limit Value 2022,4,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{93BF95A1-E0AA-4828-A6F4-A26A03862255},2146678.93148484,12233037054.3492
36,UK0036,North East,PM10 daily mean Limit Value 2022,5,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{8B9AF259-9C50-4D3A-8674-6C6A67FA1AE3},1568402.30125535,8249987661.31387
37,UK0037,Central Scotland,PM10 daily mean Limit Value 2022,4,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{A5A04C9A-A85C-4E06-8DDA-0F5A970B2FD6},1834418.10344638,9620284827.79142
38,UK0038,North East Scotland,PM10 daily mean Limit Value 2022,2,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{12456FEC-9610-4070-88C8-8F99E3EF219B},1095339.37047783,18779326879.5982
39,UK0039,Highland,PM10 daily mean Limit Value 2022,0,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{3D0A3238-74ED-4ABC-8362-09078FC35EAF},9990044.0398994,38234358456.5575
40,UK0040,Scottish Borders,PM10 daily mean Limit Value 2022,0,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{F7A8F5D0-9116-4F6C-A301-BF44D903E667},1099238.46967631,11181066200.7782
41,UK0041,South Wales,PM10 daily mean Limit Value 2022,5,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{090CCFC1-5B90-4516-B7D9-913C5E3D6F53},1954724.79603707,12206279572.1381
42,UK0042,North Wales,PM10 daily mean Limit Value 2022,2,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{435AC44E-EC33-42BF-9076-7F04032493F0},1126135.47314491,8308163746.65288
43,UK0043,Northern Ireland,PM10 daily mean Limit Value 2022,0,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{A29552A9-7C51-4D6D-A4DD-75FE9540302E},1428539.01069978,13931049267.7032
