objectid,unique_code,name,pollutant_metric,maximum_value,unit,compliance_status,compliance_metric,globalid,shape_Length,shape_Area
22,UK0022,Blackpool Urban Area,PM10 daily mean Limit Value 2021,0,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{E179E189-6EFF-4BD6-A23A-D30D6DD016A1},149487.381148489,65847099.3633596
23,UK0023,Preston Urban Area,PM10 daily mean Limit Value 2021,0,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{1376E624-D841-4DFF-AE8A-963B817926D8},285011.781083192,60444246.6523564
24,UK0024,Glasgow Urban Area,PM10 daily mean Limit Value 2021,0,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{95124D2D-22F2-42E2-A8BF-917DADFAB569},408662.287986469,371181137.360747
25,UK0025,Edinburgh Urban Area,PM10 daily mean Limit Value 2021,0,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{4383B90A-38E0-4993-9A4D-3087A4F94741},114175.612590016,120107997.674062
26,UK0026,Cardiff Urban Area,PM10 daily mean Limit Value 2021,1,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{61FEBBFA-E0CF-4A5A-95C2-9F88D8C012B5},196203.096669671,75550460.8311575
27,UK0027,Swansea Urban Area,PM10 daily mean Limit Value 2021,33,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{37C7DA3C-EEAA-4BB7-8E34-7052146A92D0},365148.94139693,79703705.1851885
28,UK0028,Belfast Metropolitan Urban Area,PM10 daily mean Limit Value 2021,2,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{3A8FFD47-183B-420B-A8BB-C70A7D55C66C},277460.90331101,198130523.091352
29,UK0029,Eastern,PM10 daily mean Limit Value 2021,5,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{69FAA714-D7D3-49F1-9147-F1CE5B7BD207},2210565.64479357,19104559394.6904
30,UK0030,South West,PM10 daily mean Limit Value 2021,2,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{937E50CC-3D7B-4A44-8768-91639AE0720E},2743218.82663225,23566188737.735
31,UK0031,South East,PM10 daily mean Limit Value 2021,5,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{5A456FB4-7E91-496D-BDE9-5BBBB1D759DA},3643594.26603739,18657535924.9388
32,UK0032,East Midlands,PM10 daily mean Limit Value 2021,4,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{A49BC0EE-A052-4D88-B4FC-A1B7DECC84FE},1684612.99306767,15370211448.3816
33,UK0033,North West & Merseyside,PM10 daily mean Limit Value 2021,1,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{845FAD11-0135-4037-A61A-533554811DC7},3535298.00795829,13189716555.2295
34,UK0034,Yorkshire & Humberside,PM10 daily mean Limit Value 2021,4,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{48A76E02-D222-4A45-8F2E-46A5E129EA6B},2858093.01858223,14789540030.5633
35,UK0035,West Midlands,PM10 daily mean Limit Value 2021,2,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{1D9D750A-3129-41AE-B889-B3D1F0CB16D5},2146678.93148484,12233037054.3492
36,UK0036,North East,PM10 daily mean Limit Value 2021,0,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{233AC6C2-0727-4A02-A1A8-FC33710D6D97},1568402.30125535,8249987661.31387
37,UK0037,Central Scotland,PM10 daily mean Limit Value 2021,0,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{8FF1A031-51A1-4EE6-8021-53F7F21D9975},1834418.10344638,9620284827.79142
38,UK0038,North East Scotland,PM10 daily mean Limit Value 2021,0,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{1DD8D5A0-0262-4BC0-BA3E-461797D62CE4},1095339.37047783,18779326879.5982
39,UK0039,Highland,PM10 daily mean Limit Value 2021,1,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{F96DB087-95F1-4145-B685-A611477525E2},9990044.0398994,38234358456.5575
40,UK0040,Scottish Borders,PM10 daily mean Limit Value 2021,0,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{E6605B3B-9ADF-4392-BFD8-93BA81D3A78D},1099238.46967631,11181066200.7782
41,UK0041,South Wales,PM10 daily mean Limit Value 2021,2,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{020EEBE4-EA57-4182-B9F0-4EED43B537F4},1954724.79603707,12206279572.1381
42,UK0042,North Wales,PM10 daily mean Limit Value 2021,1,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{2CAA208C-ACE0-4722-A602-BE3DD8BADA5E},1126135.47314491,8308163746.65288
43,UK0043,Northern Ireland,PM10 daily mean Limit Value 2021,1,Days,Compliant,Limit Value: 35 days over 50 μg m⁻³,{B27560C1-B32E-42A0-A9EE-F8606475C627},1428539.01069978,13931049267.7032
