objectid,unique_code,name,pollutant_metric,maximum_value,unit,compliance_status,compliance_metric,globalid,shape_Length,shape_Area
26,UK0026,Cardiff Urban Area,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{09E496D9-94F9-4404-A88B-B89F7167A51A},196203.096669671,75550460.8311575
27,UK0027,Swansea Urban Area,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{CB12FFDC-4867-4C2B-81B1-4F9F9E228BB3},365148.94139693,79703705.1851885
28,UK0028,Belfast Metropolitan Urban Area,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{DA7E6A34-C3E6-43E8-9BA7-E36ECA0951B1},277460.90331101,198130523.091352
29,UK0029,Eastern,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{86A2202D-20FD-46AD-ADAD-D1ACBCF89257},2210565.64479357,19104559394.6904
30,UK0030,South West,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{E364DC3B-93A4-42EF-8286-B41834313A3A},2743218.82663225,23566188737.735
31,UK0031,South East,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{771DB0AB-BBC9-4F22-B532-289CE3AD50B0},3643594.26603739,18657535924.9388
32,UK0032,East Midlands,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{107D78B2-0FCE-47EB-8378-1BBF51F45420},1684612.99306767,15370211448.3816
33,UK0033,North West & Merseyside,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{08D45275-CA18-4094-B7F9-8ECC3BD9936B},3535298.00795829,13189716555.2295
34,UK0034,Yorkshire & Humberside,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{F74F5258-D987-4DDF-9103-B7F272F92F80},2858093.01858223,14789540030.5633
35,UK0035,West Midlands,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{A589C82F-6EF6-46E7-8A33-AB9417BC18F3},2146678.93148484,12233037054.3492
36,UK0036,North East,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{E149C2A0-F43B-4EF8-973F-0E98EDF5A253},1568402.30125535,8249987661.31387
37,UK0037,Central Scotland,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{C3EBA377-B651-4230-8871-AE0D0B12EE83},1834418.10344638,9620284827.79142
38,UK0038,North East Scotland,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{A0D5FE28-B9ED-4CA4-9F41-38C020FB9243},1095339.37047783,18779326879.5982
39,UK0039,Highland,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{535F0815-F784-4446-BDC8-8307C7420CD3},9990044.0398994,38234358456.5575
40,UK0040,Scottish Borders,Nitrogen Dioxide hourly mean Limit Value 2021,1,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{C4703476-9F4F-4079-90D2-492529450D1D},1099238.46967631,11181066200.7782
41,UK0041,South Wales,Nitrogen Dioxide hourly mean Limit Value 2021,4,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{8FDE98AB-0416-478B-AF81-B0ED582582AA},1954724.79603707,12206279572.1381
42,UK0042,North Wales,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{6B64573F-DDBC-4FB2-8E27-105CB6B67A5F},1126135.47314491,8308163746.65288
43,UK0043,Northern Ireland,Nitrogen Dioxide hourly mean Limit Value 2021,0,Hours,Compliant,Limit Value: 18 hours over 200 μg m⁻³,{952EF51B-C595-4C37-9EF7-A6DB68AEF1FF},1428539.01069978,13931049267.7032
