objectid,unique_code,name,pollutant_metric,maximum_value,unit,compliance_status,compliance_metric,globalid,shape_Length,shape_Area
27,UK0027,Swansea Urban Area,Nitrogen Dioxide annual mean Limit Value 2022,32,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{9EB4F014-ADD0-4940-B52F-A06A05DB1375},365148.94139693,79703705.1851885
28,UK0028,Belfast Metropolitan Urban Area,Nitrogen Dioxide annual mean Limit Value 2022,36,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{7F94C13F-D7D4-49D1-8EA8-B913989DBFAF},277460.90331101,198130523.091352
29,UK0029,Eastern,Nitrogen Dioxide annual mean Limit Value 2022,35,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{473ABFD5-9213-4D42-9A12-31B30497B0FA},2210565.64479357,19104559394.6904
30,UK0030,South West,Nitrogen Dioxide annual mean Limit Value 2022,32,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{9CC2CEEC-973A-4896-98B8-C0AC2219E44E},2743218.82663225,23566188737.735
31,UK0031,South East,Nitrogen Dioxide annual mean Limit Value 2022,48,μg m⁻³,Exceeding,Limit Value: 40 μg m⁻³,{52D4B17C-265D-43B7-9F07-E7C30E38D8EE},3643594.26603739,18657535924.9388
32,UK0032,East Midlands,Nitrogen Dioxide annual mean Limit Value 2022,36,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{0AFA74BF-A251-4CE6-ACF1-F9407B114288},1684612.99306767,15370211448.3816
33,UK0033,North West & Merseyside,Nitrogen Dioxide annual mean Limit Value 2022,35,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{A5F370F5-6F8F-4C7D-A24E-3D1EABD52828},3535298.00795829,13189716555.2295
34,UK0034,Yorkshire & Humberside,Nitrogen Dioxide annual mean Limit Value 2022,32,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{F87A2966-1382-4B42-AB37-DC6B9CD5BF29},2858093.01858223,14789540030.5633
35,UK0035,West Midlands,Nitrogen Dioxide annual mean Limit Value 2022,33,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{54B5733D-7E3A-4AB5-84A0-B5CACBA04139},2146678.93148484,12233037054.3492
36,UK0036,North East,Nitrogen Dioxide annual mean Limit Value 2022,33,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{A3BDD117-DE61-4B29-B938-D5BDE7A1F0A0},1568402.30125535,8249987661.31387
37,UK0037,Central Scotland,Nitrogen Dioxide annual mean Limit Value 2022,34,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{BBC48140-2166-4045-97EF-84C3C4617B8A},1834418.10344638,9620284827.79142
38,UK0038,North East Scotland,Nitrogen Dioxide annual mean Limit Value 2022,37,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{1D1C7024-E713-4ADF-9AE9-FC17CBB362C5},1095339.37047783,18779326879.5982
39,UK0039,Highland,Nitrogen Dioxide annual mean Limit Value 2022,21,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{9B7A43B8-C180-43AD-BDCF-B5A2C0A60845},9990044.0398994,38234358456.5575
40,UK0040,Scottish Borders,Nitrogen Dioxide annual mean Limit Value 2022,21,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{63A6D6DC-ECF0-4A76-8B27-FF5B066C5F08},1099238.46967631,11181066200.7782
41,UK0041,South Wales,Nitrogen Dioxide annual mean Limit Value 2022,36,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{1A7F4CD7-CF28-4A80-B86D-75528D261165},1954724.79603707,12206279572.1381
42,UK0042,North Wales,Nitrogen Dioxide annual mean Limit Value 2022,33,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{8A2C2629-2D55-4CE4-96CF-A60731727B8C},1126135.47314491,8308163746.65288
43,UK0043,Northern Ireland,Nitrogen Dioxide annual mean Limit Value 2022,23,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{FC8C3E6A-9656-431C-9C89-57AC1E20B1AB},1428539.01069978,13931049267.7032
